Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
1,0,19,0,13.828571428571400,13.828571428571400,Graduate
0,1,28,0,10.6,10.2,Enrolled
0,0,20,0,11.5,11.666666666666700,Graduate
0,0,20,0,13.5,13.625,Graduate
0,0,31,0,0.0,0.0,Dropout
0,0,18,0,12.5375,12.614285714285700,Graduate
0,0,19,0,14.833333333333300,13.285714285714300,Enrolled
0,0,18,0,12.0,12.8,Graduate
0,0,19,0,11.8,11.6,Graduate
0,1,18,0,15.0,15.2,Graduate
0,0,19,0,12.0,13.2,Graduate
0,1,18,0,12.833333333333300,12.285714285714300,Graduate
0,0,19,0,11.666666666666700,12.0,Graduate
0,0,19,0,12.1625,13.825,Graduate
0,0,18,0,13.833333333333300,14.555555555555600,Graduate
0,0,19,0,12.45,11.7,Enrolled
0,1,20,0,12.125,13.571428571428600,Graduate
0,0,20,0,13.4,13.0,Enrolled
0,0,20,0,13.333333333333300,14.0,Enrolled
0,0,29,0,11.454545454545500,11.545454545454500,Dropout
0,1,20,0,12.0,10.0,Dropout
0,0,31,0,12.666666666666700,12.6,Dropout
0,0,20,0,12.666666666666700,13.77777777777780,Graduate
0,0,21,0,11.88888888888890,11.461538461538500,Graduate
0,0,23,0,0.0,0.0,Dropout
0,0,21,0,13.0,11.6,Dropout
0,0,24,0,16.885714285714300,15.744444444444400,Graduate
0,0,27,0,12.5,12.333333333333300,Graduate
0,1,18,0,13.055555555555600,15.8125,Graduate
0,0,21,0,0.0,0.0,Dropout
0,1,19,0,0.0,0.0,Dropout
0,1,19,0,12.355714285714300,12.355714285714300,Graduate
0,0,18,0,0.0,0.0,Dropout
0,1,18,0,11.98,11.98,Enrolled
0,1,20,0,13.857142857142900,12.571428571428600,Graduate
0,0,24,0,13.0,14.166666666666700,Graduate
0,0,20,0,12.833333333333300,11.166666666666700,Graduate
0,0,20,0,11.0,13.2,Enrolled
0,1,19,0,12.357142857142900,12.357142857142900,Graduate
0,1,18,0,13.857142857142900,13.857142857142900,Graduate
0,1,20,0,12.333333333333300,10.666666666666700,Graduate
0,0,20,0,12.847142857142900,13.788888888888900,Graduate
0,1,19,0,12.340000000000000,13.01875,Graduate
0,0,19,0,12.666666666666700,11.75,Enrolled
0,0,20,0,13.833333333333300,12.5,Graduate
0,0,19,0,10.75,10.0,Dropout
0,0,19,0,13.25,10.25,Dropout
0,1,18,0,13.73125,13.73125,Graduate
0,1,23,0,13.333333333333300,12.666666666666700,Dropout
0,0,21,0,12.0,10.8,Dropout
0,0,23,0,10.88888888888890,11.333333333333300,Graduate
0,0,19,0,13.025,13.811111111111100,Graduate
0,0,18,0,13.0,14.166666666666700,Graduate
0,0,19,0,11.8,12.0,Graduate
0,1,25,0,12.042857142857100,12.042857142857100,Graduate
0,0,19,0,12.2,13.0,Enrolled
0,1,19,0,12.8375,15.5,Graduate
0,1,24,0,11.0,11.7,Graduate
0,1,18,0,13.5,14.0,Graduate
0,1,19,0,12.125,12.714285714285700,Graduate
0,1,18,0,12.62857142857140,12.62857142857140,Graduate
0,0,27,0,10.666666666666700,11.4,Enrolled
0,0,19,0,11.2,11.6,Graduate
0,1,18,0,12.666666666666700,11.833333333333300,Dropout
0,0,34,0,13.5,0.0,Dropout
0,0,18,0,11.666666666666700,11.0,Enrolled
0,0,18,0,10.5,12.333333333333300,Enrolled
0,0,18,0,14.26875,14.26875,Enrolled
0,0,20,0,0.0,0.0,Dropout
0,1,19,0,10.5,13.333333333333300,Enrolled
0,0,21,0,11.2,10.0,Enrolled
0,0,26,0,12.0,14.833333333333300,Graduate
0,0,27,0,12.228571428571400,13.2125,Graduate
0,0,20,0,11.5,10.75,Graduate
0,0,18,0,15.375,16.428571428571400,Graduate
0,0,23,0,13.666666666666700,13.5,Enrolled
0,0,24,0,12.614285714285700,12.614285714285700,Graduate
0,1,19,0,12.2,11.5,Graduate
0,0,19,0,11.75,11.0,Graduate
0,1,19,0,11.4,10.0,Enrolled
0,0,18,0,10.6,10.0,Enrolled
0,0,22,0,10.923076923076900,11.454545454545500,Graduate
0,0,20,0,12.4,12.4,Graduate
0,0,25,0,0.0,0.0,Dropout
0,0,21,0,15.833333333333300,15.5,Graduate
0,0,19,0,11.8,11.708333333333300,Enrolled
0,0,18,0,12.571428571428600,13.666666666666700,Graduate
0,0,18,0,12.0,13.25,Graduate
1,0,19,0,13.3625,14.444444444444400,Graduate
0,1,19,1,15.4,16.0,Graduate
0,0,18,0,12.2,11.75,Dropout
0,1,20,0,12.818181818181800,13.545454545454500,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,28,0,13.394736842105300,13.554736842105300,Graduate
0,1,20,0,14.25,11.0,Graduate
0,0,30,0,13.444444444444400,14.714285714285700,Dropout
0,1,19,0,12.285714285714300,11.7375,Graduate
0,0,22,0,11.666666666666700,13.2,Graduate
0,0,18,0,12.166666666666700,13.5,Graduate
0,0,23,0,10.0,11.0,Dropout
0,0,18,0,14.0,15.0,Graduate
0,0,18,0,11.833333333333300,12.0,Enrolled
1,0,50,0,15.0,0.0,Dropout
0,1,19,1,0.0,0.0,Graduate
0,0,22,1,10.833333333333300,10.666666666666700,Graduate
0,1,23,1,13.142857142857100,14.0,Graduate
0,1,20,0,14.4,14.0,Dropout
0,0,44,0,0.0,0.0,Dropout
1,0,49,0,12.0,11.22222222222220,Graduate
1,0,46,0,12.2,12.8,Graduate
1,0,41,0,12.333333333333300,11.0,Dropout
1,0,18,0,11.8375,12.48125,Graduate
1,0,43,0,11.8,14.0,Graduate
1,0,70,0,0.0,0.0,Dropout
1,0,48,0,0.0,0.0,Dropout
1,0,41,0,12.68421052631580,12.384615384615400,Graduate
1,0,21,0,12.571428571428600,13.0,Enrolled
1,0,35,1,11.25,0.0,Dropout
1,0,44,0,14.0,15.5,Graduate
1,0,18,0,13.333333333333300,13.5,Dropout
1,0,45,0,13.666666666666700,13.666666666666700,Graduate
1,0,20,0,10.0,10.8,Enrolled
1,0,22,0,12.6,11.714285714285700,Graduate
1,0,39,0,17.333333333333300,17.0,Dropout
1,0,20,0,13.2,12.0,Enrolled
1,0,49,0,14.0,13.666666666666700,Dropout
1,0,43,0,13.875,12.5,Dropout
1,0,32,0,0.0,0.0,Dropout
1,0,47,0,13.11111111111110,14.857142857142900,Graduate
1,1,37,0,13.0,13.333333333333300,Dropout
1,0,41,0,12.5,12.142857142857100,Graduate
1,0,60,0,14.11111111111110,14.23076923076920,Graduate
1,0,47,0,14.727272727272700,15.77777777777780,Graduate
1,0,50,0,0.0,0.0,Dropout
1,0,45,0,0.0,0.0,Dropout
1,0,45,0,0.0,0.0,Dropout
1,0,33,0,13.5,11.6,Graduate
1,0,18,0,13.105714285714300,13.105714285714300,Graduate
1,0,43,0,13.5,14.4,Graduate
1,0,44,0,11.846153846153800,12.0,Graduate
1,0,29,0,0.0,0.0,Dropout
1,0,53,0,14.333333333333300,0.0,Dropout
1,0,37,0,15.8,17.6,Enrolled
1,0,18,0,13.8,12.4,Enrolled
1,0,35,0,12.666666666666700,12.0,Dropout
1,0,23,0,13.0,12.0,Enrolled
1,0,22,0,0.0,0.0,Graduate
1,0,33,0,11.0,0.0,Dropout
1,0,41,0,0.0,0.0,Dropout
1,0,51,0,15.2,16.575,Graduate
1,0,19,0,14.428571428571400,14.375,Graduate
1,0,35,0,0.0,0.0,Dropout
1,0,20,1,0.0,0.0,Graduate
1,0,18,0,13.75,11.2,Enrolled
1,1,18,0,12.166666666666700,12.0,Dropout
1,0,21,0,12.142857142857100,11.666666666666700,Graduate
1,0,21,0,12.0,11.6,Graduate
1,0,34,0,11.666666666666700,12.75,Graduate
1,0,34,0,0.0,0.0,Dropout
1,0,21,0,11.875,12.0,Graduate
1,0,32,0,11.285714285714300,12.333333333333300,Enrolled
1,0,30,0,10.0,11.333333333333300,Dropout
1,0,19,0,12.0,11.181818181818200,Enrolled
1,0,20,0,13.833333333333300,13.0,Dropout
1,0,18,0,0.0,0.0,Dropout
1,0,19,0,14.428571428571400,12.5,Graduate
1,0,18,0,14.2,12.4,Dropout
1,0,27,0,11.5,10.333333333333300,Dropout
1,0,52,0,13.0,15.0,Graduate
1,0,29,0,0.0,0.0,Dropout
1,0,22,0,11.333333333333300,11.0,Dropout
1,0,28,1,12.5,11.428571428571400,Graduate
1,0,30,0,0.0,0.0,Dropout
0,0,18,0,13.471428571428600,13.944444444444400,Graduate
0,0,21,0,11.75,13.333333333333300,Graduate
0,1,20,0,13.333333333333300,14.666666666666700,Graduate
0,1,21,0,13.105,13.105,Graduate
0,0,32,0,0.0,0.0,Dropout
1,1,20,0,15.5,12.166666666666700,Graduate
1,0,19,0,0.0,0.0,Dropout
1,0,18,1,11.25,12.333333333333300,Dropout
1,0,23,0,11.0,11.363636363636400,Dropout
1,0,20,0,12.333333333333300,13.0,Graduate
0,0,46,0,11.375,11.8,Graduate
1,0,27,0,12.22222222222220,12.384615384615400,Graduate
1,0,20,0,0.0,0.0,Enrolled
1,0,41,0,12.0,12.0,Graduate
1,0,40,1,11.0,10.0,Enrolled
1,0,37,0,14.125,13.0,Graduate
1,0,20,0,10.2,11.2,Enrolled
0,0,20,0,12.0,12.4,Enrolled
0,0,26,0,12.333333333333300,12.571428571428600,Graduate
1,0,54,0,14.333333333333300,13.857142857142900,Graduate
1,0,21,0,15.166666666666700,14.0,Graduate
0,1,20,0,15.142857142857100,15.142857142857100,Graduate
0,0,18,0,0.0,0.0,Dropout
0,0,19,0,13.411428571428600,13.294444444444400,Enrolled
0,0,18,0,12.333333333333300,12.166666666666700,Graduate
0,0,19,0,11.8,12.2,Enrolled
0,0,22,0,12.0,12.0,Dropout
0,0,19,0,15.0,15.625,Graduate
0,0,21,0,13.875,12.7,Dropout
0,0,20,0,11.833333333333300,14.333333333333300,Enrolled
0,1,18,0,12.5,13.833333333333300,Graduate
0,1,18,0,15.0,15.5,Graduate
0,0,20,0,11.666666666666700,10.5,Dropout
0,1,18,0,14.668,14.63375,Graduate
0,0,18,0,13.345,13.345,Enrolled
0,1,20,0,12.8,12.333333333333300,Graduate
0,0,19,0,10.833333333333300,12.142857142857100,Graduate
0,0,18,0,13.666666666666700,14.0,Graduate
0,0,18,0,14.537142857142900,14.537142857142900,Graduate
0,1,18,0,14.4,14.0,Dropout
0,1,20,0,0.0,0.0,Graduate
0,1,19,0,13.166666666666700,13.833333333333300,Graduate
1,0,36,0,11.5,0.0,Dropout
0,1,19,0,11.333333333333300,12.428571428571400,Graduate
0,0,18,0,12.0,13.6,Graduate
0,1,18,0,13.166666666666700,12.166666666666700,Graduate
0,1,18,0,14.833333333333300,14.166666666666700,Graduate
0,0,19,0,13.0,13.22222222222220,Graduate
0,0,18,0,13.087142857142900,12.95,Graduate
0,1,19,0,13.333333333333300,13.666666666666700,Graduate
0,0,18,0,12.166666666666700,12.75,Enrolled
0,1,22,0,11.0,12.0,Enrolled
0,0,18,0,0.0,0.0,Dropout
0,0,19,0,13.6,12.2,Graduate
0,0,18,0,15.5,14.0,Graduate
0,0,19,0,13.857142857142900,14.285714285714300,Graduate
0,0,20,0,11.5,10.0,Enrolled
0,1,18,0,13.0,12.166666666666700,Graduate
0,0,23,0,14.0,13.0,Enrolled
0,0,20,0,0.0,0.0,Dropout
0,0,20,0,11.166666666666700,11.5,Enrolled
0,1,22,0,0.0,0.0,Dropout
0,1,18,0,12.142857142857100,13.666666666666700,Graduate
0,1,18,0,14.145714285714300,13.627777777777800,Graduate
0,0,18,0,14.45,14.144444444444400,Graduate
0,0,18,0,15.714285714285700,15.0,Graduate
0,0,21,0,12.8,12.666666666666700,Enrolled
0,0,20,0,12.5,11.5,Enrolled
0,0,18,0,14.5,12.833333333333300,Graduate
0,1,20,0,13.462857142857100,13.164285714285700,Enrolled
0,0,25,0,12.833333333333300,12.833333333333300,Graduate
0,1,18,0,12.0,11.6,Graduate
0,0,19,0,0.0,0.0,Graduate
0,0,20,1,14.714285714285700,13.2,Enrolled
0,1,20,0,12.571428571428600,13.285714285714300,Graduate
0,1,21,0,12.5,11.5,Graduate
0,0,18,0,14.0,14.0,Graduate
0,0,18,0,11.571428571428600,13.166666666666700,Dropout
0,1,18,0,15.833333333333300,15.333333333333300,Graduate
0,0,18,0,14.25,14.25,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,20,0,11.666666666666700,11.0,Dropout
0,0,47,0,0.0,0.0,Dropout
0,0,21,1,13.2,12.5,Enrolled
1,0,31,0,12.0,10.0,Dropout
1,0,46,0,0.0,0.0,Dropout
1,0,18,0,12.0,11.0,Enrolled
1,0,19,0,13.333333333333300,10.75,Dropout
1,0,23,0,12.414285714285700,13.5,Enrolled
1,0,22,0,0.0,0.0,Dropout
1,0,19,0,13.8,12.4,Graduate
0,0,19,1,0.0,0.0,Dropout
1,0,22,0,11.5,14.0,Enrolled
1,0,29,0,0.0,0.0,Dropout
0,0,18,0,14.016666666666700,14.016666666666700,Graduate
0,0,18,0,11.4,10.8,Graduate
0,1,23,0,0.0,0.0,Dropout
0,0,34,0,10.4,12.0,Graduate
0,0,19,0,10.666666666666700,10.25,Graduate
0,0,18,0,14.25,12.714285714285700,Enrolled
0,1,20,0,13.914285714285700,14.10625,Graduate
0,0,19,0,13.761111111111100,12.82375,Graduate
0,0,22,0,12.6,11.25,Enrolled
0,1,23,0,13.857142857142900,14.166666666666700,Graduate
1,1,34,0,13.842857142857100,13.842857142857100,Graduate
1,0,18,0,0.0,0.0,Enrolled
1,0,21,0,11.8,0.0,Dropout
1,0,22,0,12.666666666666700,13.833333333333300,Dropout
1,0,28,0,0.0,0.0,Dropout
1,0,23,0,0.0,0.0,Dropout
1,0,20,0,10.75,10.0,Dropout
1,0,18,0,12.6,13.25,Dropout
1,0,28,0,0.0,0.0,Dropout
1,0,21,0,12.0,12.142857142857100,Dropout
1,0,25,0,14.0,14.5,Dropout
1,0,19,0,14.0,13.5,Dropout
1,1,18,0,14.682857142857100,15.055555555555600,Graduate
1,0,29,0,0.0,0.0,Dropout
1,1,29,0,0.0,0.0,Dropout
1,0,20,0,13.857142857142900,12.8,Graduate
1,0,18,0,0.0,0.0,Graduate
1,0,20,0,13.142857142857100,12.5,Graduate
1,0,33,0,18.0,13.0,Dropout
1,0,30,0,11.461538461538500,11.583333333333300,Graduate
1,1,21,0,11.2,11.583333333333300,Enrolled
1,0,18,0,15.0,14.5,Graduate
1,1,19,0,14.244444444444400,12.233333333333300,Graduate
1,1,21,0,11.5,11.0,Dropout
1,1,25,0,10.0,0.0,Dropout
1,0,19,0,12.333333333333300,11.6,Graduate
1,0,23,0,12.2,12.142857142857100,Dropout
1,1,19,0,13.666666666666700,13.2,Graduate
1,0,19,0,0.0,0.0,Graduate
1,0,31,0,11.0,0.0,Dropout
1,0,32,0,13.0,11.428571428571400,Dropout
0,1,19,0,12.600000000000000,12.600000000000000,Graduate
0,0,34,0,12.2,12.333333333333300,Graduate
0,0,21,0,13.166666666666700,13.0,Graduate
0,1,53,0,11.0,11.0,Graduate
0,1,19,0,14.014285714285700,15.35,Graduate
0,1,20,0,13.0,11.25,Graduate
0,0,18,0,14.0,14.666666666666700,Graduate
0,0,32,0,0.0,0.0,Dropout
0,1,21,0,14.428571428571400,14.428571428571400,Graduate
0,0,26,0,0.0,0.0,Dropout
0,0,26,0,11.833333333333300,12.461538461538500,Graduate
0,0,21,0,11.333333333333300,13.0,Dropout
0,0,18,0,12.5,13.0,Graduate
0,1,21,0,13.333333333333300,12.545454545454500,Graduate
0,0,21,0,10.833333333333300,11.0,Enrolled
0,1,19,0,13.0,14.0,Graduate
0,0,19,0,10.0,14.0,Dropout
0,1,19,0,11.428571428571400,11.2,Graduate
0,0,27,0,12.8875,12.8875,Graduate
0,1,18,0,12.95,12.95,Graduate
0,0,20,0,10.0,0.0,Dropout
0,1,19,0,13.094285714285700,12.55,Graduate
0,0,20,0,0.0,0.0,Dropout
0,1,19,0,11.714285714285700,11.0,Graduate
0,0,20,0,11.25,10.0,Enrolled
0,0,20,0,0.0,0.0,Dropout
0,0,18,0,13.166666666666700,13.333333333333300,Graduate
0,0,20,0,12.75,13.4,Graduate
0,0,38,0,10.6,11.0,Dropout
0,0,42,0,11.2,12.0,Graduate
0,0,32,0,0.0,0.0,Dropout
0,0,22,1,13.0,13.666666666666700,Graduate
0,0,28,0,0.0,0.0,Dropout
0,0,37,0,0.0,0.0,Dropout
0,0,43,0,14.166666666666700,15.0,Graduate
0,1,41,0,12.833333333333300,12.333333333333300,Graduate
0,1,29,0,11.75,10.4,Graduate
0,1,35,0,10.833333333333300,11.5,Graduate
0,0,18,0,11.75,12.25,Dropout
0,1,39,0,11.5,10.5,Dropout
0,0,37,0,10.0,11.333333333333300,Enrolled
0,1,26,0,13.7,13.7,Graduate
0,0,32,0,14.0,0.0,Dropout
0,0,37,0,11.375,12.166666666666700,Enrolled
0,0,28,0,0.0,0.0,Enrolled
0,0,19,0,0.0,0.0,Dropout
0,0,18,0,11.0,12.5,Enrolled
0,1,19,0,13.0,13.285714285714300,Graduate
0,0,32,0,13.6,15.11111111111110,Graduate
0,0,31,0,11.0,11.5,Dropout
0,0,34,0,11.705714285714300,11.705714285714300,Enrolled
0,0,20,0,13.25,14.333333333333300,Graduate
0,0,28,0,10.75,10.0,Dropout
0,0,31,0,12.0,13.428571428571400,Enrolled
0,0,18,0,12.666666666666700,12.25,Enrolled
0,0,31,0,11.4,11.0,Dropout
0,0,19,0,13.0,12.4,Graduate
0,1,19,0,14.0,12.285714285714300,Graduate
0,0,31,0,0.0,0.0,Enrolled
0,0,34,0,0.0,0.0,Dropout
0,1,18,0,15.285714285714300,16.075,Graduate
0,0,18,0,13.166666666666700,12.666666666666700,Graduate
1,0,19,0,13.6,12.833333333333300,Graduate
1,1,22,0,0.0,0.0,Dropout
1,0,32,0,11.4,11.5,Graduate
1,0,61,0,0.0,0.0,Dropout
1,0,30,0,11.0,11.6,Graduate
1,0,45,0,0.0,0.0,Dropout
1,0,20,0,13.571428571428600,12.666666666666700,Graduate
0,0,19,0,0.0,0.0,Dropout
1,0,26,0,11.25,12.0,Dropout
1,0,19,0,13.333333333333300,11.0,Dropout
1,1,19,0,12.0,11.666666666666700,Graduate
1,0,19,0,12.5,13.0,Graduate
1,1,19,0,13.2,12.666666666666700,Graduate
1,0,19,0,0.0,0.0,Dropout
1,0,28,0,11.666666666666700,11.5,Dropout
1,0,24,0,13.466666666666700,13.642857142857100,Graduate
1,0,18,0,13.666666666666700,13.2,Graduate
1,0,18,0,11.666666666666700,12.5,Enrolled
1,1,18,0,11.666666666666700,10.2,Graduate
1,0,21,0,13.4,12.4,Graduate
1,0,28,0,0.0,0.0,Dropout
1,0,58,0,0.0,0.0,Dropout
1,0,49,0,0.0,0.0,Dropout
1,0,24,0,10.666666666666700,10.5,Enrolled
1,0,25,0,13.75,14.75,Graduate
1,0,33,0,10.0,0.0,Dropout
1,0,33,0,0.0,0.0,Dropout
1,0,40,0,16.0,15.5,Graduate
1,0,48,0,12.285714285714300,11.125,Graduate
1,0,18,0,12.0,10.333333333333300,Enrolled
1,0,24,0,12.666666666666700,12.666666666666700,Graduate
1,1,23,0,11.8,13.25,Graduate
1,0,39,0,10.6,14.666666666666700,Dropout
1,0,21,0,11.9,12.25,Graduate
1,0,34,0,11.25,10.5,Dropout
1,1,41,0,11.0,11.4,Enrolled
1,0,18,0,12.0,12.5,Graduate
1,0,34,0,11.75,10.833333333333300,Enrolled
1,0,19,0,10.0,16.0,Dropout
1,0,19,0,13.714285714285700,13.714285714285700,Graduate
1,0,28,0,14.875,15.8,Graduate
1,0,18,0,10.8,0.0,Dropout
1,0,19,0,12.0,10.0,Dropout
1,0,19,0,12.5,13.5,Dropout
0,0,18,0,14.728571428571400,16.327272727272700,Graduate
0,0,18,0,12.0,14.8,Graduate
0,0,18,0,11.428571428571400,11.0,Dropout
0,0,19,0,14.166666666666700,13.5,Graduate
0,0,31,0,12.5,14.6,Graduate
0,1,33,0,14.166666666666700,14.333333333333300,Graduate
0,1,20,0,14.46,13.55,Enrolled
0,0,22,1,12.8,11.5,Enrolled
0,0,19,0,12.666666666666700,13.4,Graduate
0,0,18,0,12.5,13.0,Dropout
0,0,18,0,0.0,0.0,Dropout
0,0,18,0,0.0,0.0,Dropout
0,0,18,0,0.0,0.0,Graduate
0,1,19,0,11.2,11.0,Graduate
0,0,18,0,16.5,17.428571428571400,Dropout
0,0,18,0,13.666666666666700,12.0,Graduate
0,1,18,0,15.228571428571400,15.228571428571400,Graduate
0,0,21,0,12.77777777777780,13.22222222222220,Graduate
0,1,18,0,14.428571428571400,14.428571428571400,Graduate
0,0,18,0,13.875,13.714285714285700,Graduate
0,0,18,0,13.128,13.193333333333300,Graduate
0,0,20,0,11.605,12.4125,Graduate
0,1,18,0,14.6,12.0,Graduate
0,0,18,0,0.0,0.0,Dropout
0,1,20,0,11.8,11.6,Graduate
0,0,20,0,12.333333333333300,12.333333333333300,Graduate
0,1,19,0,11.0,0.0,Dropout
0,1,19,0,13.181818181818200,12.909090909090900,Graduate
0,1,18,0,11.0,0.0,Dropout
0,1,19,0,11.833333333333300,12.285714285714300,Graduate
0,1,20,0,12.98125,12.98125,Graduate
0,0,21,0,11.333333333333300,11.2,Graduate
0,0,21,0,11.68,11.68,Graduate
0,0,20,0,14.5,13.5,Graduate
0,0,19,0,13.142857142857100,12.857142857142900,Graduate
0,0,21,0,11.5,10.5,Dropout
0,0,18,0,14.2,11.8,Graduate
0,1,19,0,11.666666666666700,12.2,Graduate
0,0,18,0,13.175,14.875,Graduate
0,1,19,0,13.314285714285700,13.314285714285700,Graduate
0,1,18,0,10.6,10.5,Graduate
0,1,18,0,12.0,10.75,Enrolled
0,0,18,0,13.428571428571400,14.142857142857100,Graduate
0,1,18,0,13.25,15.571428571428600,Graduate
0,0,18,0,13.0,0.0,Dropout
0,1,18,0,14.333333333333300,14.0,Enrolled
0,0,18,0,0.0,0.0,Dropout
0,0,18,0,14.0,13.166666666666700,Graduate
0,1,20,0,12.0,12.833333333333300,Graduate
0,0,18,0,12.333333333333300,10.6,Enrolled
0,0,18,0,11.8,10.4,Graduate
0,1,20,0,12.791428571428600,12.791428571428600,Graduate
0,0,40,0,11.625,11.2,Graduate
0,1,18,0,11.994444444444400,12.43142857142860,Graduate
0,0,19,0,11.6,12.2,Graduate
0,0,24,0,0.0,0.0,Dropout
0,0,19,0,13.166666666666700,13.166666666666700,Dropout
0,0,19,0,14.1,14.1,Graduate
0,1,20,0,12.396666666666700,12.94285714285710,Graduate
0,0,18,0,15.014285714285700,16.0875,Graduate
0,1,18,0,0.0,0.0,Graduate
0,0,19,0,14.05,15.1,Graduate
0,0,18,0,14.85,15.2,Dropout
0,0,19,0,13.0,13.0,Graduate
0,1,19,0,14.7875,15.8625,Graduate
0,1,19,0,13.7,14.671428571428600,Graduate
0,1,19,0,12.495714285714300,12.242857142857100,Dropout
0,0,19,0,14.566666666666700,14.566666666666700,Graduate
0,0,25,0,11.2,11.25,Dropout
0,0,20,0,12.685714285714300,12.685714285714300,Graduate
0,0,23,0,13.571428571428600,13.25,Dropout
0,0,20,0,0.0,0.0,Dropout
0,0,27,0,11.0,11.166666666666700,Graduate
0,0,18,0,14.445,14.445,Graduate
0,0,18,0,13.6,11.75,Enrolled
0,0,23,0,14.0,14.625,Dropout
0,1,19,0,13.416666666666700,13.416666666666700,Graduate
0,0,18,0,12.333333333333300,11.4,Graduate
0,0,20,0,13.1,14.8125,Graduate
0,0,18,0,13.2,12.8,Graduate
0,1,19,0,14.75,14.75,Graduate
0,1,19,0,13.142857142857100,14.333333333333300,Graduate
0,0,19,0,12.5,12.5,Enrolled
0,0,18,0,13.75,14.857142857142900,Graduate
0,0,18,0,12.4,13.0,Graduate
0,0,18,0,13.333333333333300,12.0,Graduate
0,0,28,0,11.727272727272700,12.0,Dropout
0,0,19,0,12.5,14.0,Dropout
0,0,20,0,0.0,0.0,Dropout
0,1,19,0,13.533333333333300,13.614285714285700,Graduate
0,1,20,0,13.166666666666700,12.666666666666700,Graduate
0,1,19,0,13.2,11.0,Graduate
0,0,21,0,12.2,12.6,Enrolled
0,1,19,0,13.428571428571400,14.857142857142900,Graduate
0,1,18,0,12.714285714285700,12.625,Graduate
0,0,19,0,0.0,0.0,Dropout
0,1,19,0,13.666666666666700,13.666666666666700,Graduate
0,0,20,0,11.0,13.166666666666700,Graduate
0,0,18,0,11.4,13.333333333333300,Enrolled
0,0,18,0,0.0,0.0,Enrolled
0,0,18,0,12.0,12.0,Graduate
0,0,18,0,0.0,0.0,Dropout
0,0,18,0,11.0,11.666666666666700,Graduate
0,0,20,0,12.0,11.571428571428600,Dropout
0,1,19,0,13.308571428571400,12.55,Graduate
0,0,21,0,13.666666666666700,10.666666666666700,Dropout
0,0,20,0,0.0,0.0,Dropout
0,0,18,0,12.2,11.25,Graduate
0,1,20,0,12.666666666666700,12.833333333333300,Graduate
0,1,19,0,14.07125,14.07125,Graduate
0,0,22,0,14.25,13.2,Dropout
0,0,22,0,0.0,0.0,Dropout
0,0,18,0,12.0,10.25,Enrolled
0,0,21,0,11.166666666666700,10.571428571428600,Enrolled
0,0,19,0,13.0,11.6,Graduate
0,0,19,0,0.0,0.0,Dropout
0,1,20,0,14.901428571428600,14.901428571428600,Dropout
0,1,18,0,12.65,12.445555555555600,Graduate
0,0,22,0,11.0,10.6,Dropout
0,0,20,0,12.4,12.666666666666700,Graduate
0,0,19,0,12.0,12.666666666666700,Graduate
0,1,19,0,12.135714285714300,13.328571428571400,Graduate
0,1,20,0,12.62,12.5,Enrolled
0,0,25,0,10.666666666666700,11.333333333333300,Enrolled
0,1,19,0,13.766666666666700,14.051428571428600,Graduate
0,0,19,0,13.11625,13.11625,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,20,0,12.7,13.571428571428600,Graduate
0,0,25,0,11.857142857142900,11.7,Enrolled
0,1,20,0,12.333333333333300,12.333333333333300,Graduate
0,0,24,0,15.75,16.4,Enrolled
0,0,20,0,13.333333333333300,13.2,Graduate
0,0,21,0,14.355555555555600,13.49375,Graduate
0,1,19,0,13.0,13.0,Graduate
0,1,19,0,12.833333333333300,13.5,Graduate
0,1,21,0,13.2,13.0,Graduate
0,0,28,0,17.005555555555600,16.582222222222200,Graduate
0,1,19,0,10.6,11.0,Graduate
0,1,18,0,14.0,13.6,Graduate
0,1,18,0,12.114285714285700,12.114285714285700,Graduate
0,1,18,0,13.05875,13.05875,Graduate
0,0,22,0,13.285714285714300,13.285714285714300,Graduate
0,0,19,0,11.0,10.666666666666700,Enrolled
0,1,18,0,14.071428571428600,15.1625,Graduate
0,0,20,0,0.0,0.0,Dropout
0,0,26,0,11.25,11.0,Dropout
0,1,18,0,14.0,13.625,Graduate
0,1,21,0,12.166666666666700,11.666666666666700,Dropout
0,0,18,0,13.297142857142900,13.297142857142900,Graduate
0,0,20,0,13.923076923076900,14.25,Graduate
0,0,18,0,13.37,12.833333333333300,Graduate
0,1,19,0,12.4,11.0,Enrolled
0,0,20,0,15.0,13.75,Dropout
0,1,18,0,13.333333333333300,12.571428571428600,Graduate
0,1,20,0,12.0,12.625,Enrolled
0,0,22,0,13.4,12.2,Graduate
0,0,18,0,0.0,0.0,Enrolled
0,0,21,0,11.5,11.4,Graduate
0,0,18,0,12.0,12.166666666666700,Enrolled
0,0,18,0,13.485714285714300,13.485714285714300,Graduate
0,1,18,0,12.0,11.285714285714300,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,19,0,10.333333333333300,14.428571428571400,Enrolled
0,0,19,0,12.94,13.76,Enrolled
0,0,19,0,13.258571428571400,13.258571428571400,Graduate
0,0,19,0,12.25,12.0,Enrolled
0,0,19,0,11.666666666666700,10.0,Dropout
